best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;53.0;42.0;17.0;15.0;12.0;8.0;5.0;3.0;83.0;25.66;;R;188.0;105449;USA;Steve Johnson;49.0;915.0;13.0;45;;SF;3-6 7-6(5) 6-2;Hard;20150823;2015-6242;A;Winston-Salem;51.0;39.0;24.0;14.0;19.0;6.0;4.0;3.0;91.0;24.43;Q;R;188.0;105732;FRA;Pierre Hugues Herbert;140.0;396.0;;1
3;61.0;41.0;19.0;14.0;0.0;5.0;3.0;5.0;94.0;27.23;;R;175.0;105065;USA;Tim Smyczek;75.0;663.0;;60;111.0;R64;6-4 3-6 6-3;Hard;20150325;2015-403;M;Miami Masters;37.0;28.0;26.0;14.0;11.0;1.0;0.0;1.0;72.0;29.94;;R;188.0;104542;FRA;Jo Wilfried Tsonga;13.0;2245.0;11.0;1
3;42.0;32.0;8.0;9.0;1.0;3.0;3.0;1.0;58.0;30.1;;R;188.0;104925;SRB;Novak Djokovic;4.0;5805.0;1.0;300;76.0;F;6-3 6-4;Grass;20170626;2017-M016;A;Eastbourne;45.0;30.0;7.0;10.0;6.0;6.0;3.0;1.0;63.0;30.82;;R;193.0;104792;FRA;Gael Monfils;16.0;2545.0;2.0;0
3;39.0;23.0;12.0;9.0;0.0;10.0;6.0;4.0;69.0;26.43;;R;185.0;105932;RUS;Nikoloz Basilashvili;35.0;1215.0;;279;72.0;R32;6-3 6-3;Clay;20180730;2018-0319;A;Kitzbuhel;27.0;24.0;10.0;9.0;7.0;1.0;0.0;2.0;48.0;23.16;;R;;111513;SRB;Laslo Djere;90.0;649.0;;1
3;59.0;36.0;8.0;10.0;1.0;8.0;4.0;4.0;84.0;28.62;;R;180.0;105583;SRB;Dusan Lajovic;43.0;1010.0;7.0;273;105.0;R32;6-3 7-6(3);Clay;20190211;2019-0506;A;Buenos Aires;34.0;26.0;17.0;11.0;2.0;4.0;1.0;5.0;66.0;31.75;;R;188.0;104919;ARG;Leonardo Mayer;51.0;920.0;;1
3;43.0;30.0;12.0;10.0;4.0;1.0;1.0;0.0;59.0;33.49;;R;175.0;103970;ESP;David Ferrer;8.0;3695.0;1.0;21;;QF;6-3 6-4;Hard;20150928;2015-6003;A;Kuala Lumpur;23.0;16.0;13.0;9.0;2.0;2.0;0.0;2.0;46.0;27.76;;R;183.0;105062;KAZ;Mikhail Kukushkin;48.0;922.0;;0
3;62.0;54.0;25.0;16.0;17.0;3.0;2.0;9.0;109.0;20.43;WC;R;;111575;RUS;Karen Khachanov;63.0;791.0;;294;140.0;QF;6-7(5) 7-6(5) 6-3;Hard;20161024;2016-0337;A;Vienna;69.0;60.0;24.0;17.0;29.0;3.0;3.0;6.0;112.0;37.65;;R;208.0;103333;CRO;Ivo Karlovic;23.0;1670.0;8.0;1
5;56.0;41.0;29.0;16.0;16.0;7.0;5.0;3.0;100.0;24.26;Q;R;193.0;105657;ROU;Marius Copil;194.0;254.0;;73;136.0;R64;7-6(4) 7-6(4) 6-3;Hard;20150119;2015-580;G;Australian Open;83.0;61.0;17.0;17.0;3.0;6.0;5.0;3.0;112.0;29.81;;R;183.0;104527;SUI;Stanislas Wawrinka;4.0;5370.0;4.0;1
3;36.0;15.0;3.0;7.0;0.0;9.0;4.0;0.0;43.0;30.76;;R;;104763;ESA;Rafael Arevalo;;;;5;;RR;6-1 6-1 RET;Hard;20170407;2017-M-DC-2017-G2-AM-M-ESA-VEN-01;D;Davis Cup G2 R2: ESA vs VEN;34.0;25.0;10.0;7.0;0.0;3.0;3.0;3.0;48.0;27.9;;U;;105334;VEN;Luis David Martinez;1210.0;5.0;;1
5;66.0;49.0;24.0;17.0;9.0;9.0;8.0;6.0;113.0;23.76;;R;185.0;106058;USA;Jack Sock;26.0;1415.0;27.0;199;135.0;R32;7-6(2) 6-4 7-6(1);Grass;20160627;2016-540;G;Wimbledon;75.0;65.0;15.0;17.0;27.0;3.0;3.0;3.0;102.0;25.5;;R;196.0;105683;CAN;Milos Raonic;7.0;3175.0;6.0;1
5;80.0;59.0;22.0;17.0;24.0;9.0;8.0;5.0;117.0;27.69;;R;;105032;AUS;Samuel Groth;69.0;743.0;;95;;R64;7-5 6-4 7-6(6);Grass;20150629;2015-540;G;Wimbledon;66.0;47.0;25.0;17.0;10.0;7.0;4.0;5.0;110.0;23.44;;R;183.0;105902;AUS;James Duckworth;87.0;594.0;;0
3;17.0;15.0;14.0;7.0;5.0;0.0;0.0;0.0;39.0;26.9;;R;;105526;GER;Jan Lennard Struff;63.0;778.0;;240;50.0;R64;6-1 6-1;Hard;20170320;2017-M007;M;Miami Masters;27.0;11.0;11.0;7.0;0.0;7.0;2.0;4.0;49.0;32.23;;R;183.0;104468;FRA;Gilles Simon;25.0;1495.0;20.0;0
3;58.0;45.0;19.0;16.0;10.0;8.0;5.0;6.0;96.0;31.56;;R;180.0;104655;URU;Pablo Cuevas;26.0;1425.0;2.0;270;123.0;R32;3-6 7-5 6-4;Clay;20170724;2017-0414;A;Hamburg;51.0;42.0;18.0;15.0;5.0;7.0;5.0;3.0;90.0;26.42;;R;185.0;105723;RUS;Andrey Kuznetsov;71.0;680.0;;1
3;32.0;28.0;16.0;10.0;9.0;6.0;6.0;4.0;60.0;30.03;;R;180.0;104655;URU;Pablo Cuevas;41.0;1065.0;;275;70.0;R32;6-4 6-4;Hard;20160111;2016-M001;A;Sydney;45.0;32.0;7.0;10.0;2.0;6.0;4.0;4.0;65.0;20.57;Q;L;;109739;GER;Maximilian Marterer;265.0;203.0;;0
3;35.0;31.0;14.0;11.0;16.0;0.0;0.0;4.0;58.0;29.33;;R;198.0;105023;USA;Sam Querrey;27.0;1435.0;;4;73.0;RR;6-3 7-5;Hard;20170203;2017-M-DC-2017-WG-M-SUI-USA-01;D;Davis Cup WG R1: SUI vs USA;42.0;30.0;14.0;10.0;3.0;10.0;8.0;2.0;76.0;30.1;;L;;104847;SUI;Adrien Bossel;485.0;78.0;;0
3;74.0;63.0;12.0;17.0;31.0;1.0;0.0;2.0;92.0;32.51;;R;206.0;104545;USA;John Isner;14.0;2505.0;9.0;299;148.0;SF;6-4 6-7(2) 7-6(5);Hard;20171030;2017-0352;M;Paris Masters;77.0;61.0;23.0;17.0;12.0;5.0;5.0;2.0;116.0;25.67;Q;R;185.0;105936;SRB;Filip Krajinovic;77.0;681.0;;1
3;36.0;25.0;15.0;10.0;3.0;5.0;3.0;5.0;60.0;27.96;Q;L;190.0;105614;USA;Bradley Klahn;116.0;484.0;;270;76.0;R32;6-4 6-4;Hard;20180806;2018-0421;M;Canada Masters;34.0;29.0;12.0;10.0;7.0;0.0;0.0;2.0;54.0;21.3;;R;198.0;100644;GER;Alexander Zverev;3.0;5665.0;2.0;1
3;40.0;34.0;10.0;11.0;5.0;1.0;0.0;6.0;60.0;25.7;Q;R;;105871;USA;Sekou Bangoura;313.0;153.0;;255;68.0;R64;6-4 7-6(1);Hard;20170731;2017-M035;A;Washington;31.0;30.0;18.0;11.0;4.0;0.0;0.0;2.0;56.0;26.79;;R;193.0;105657;ROU;Marius Copil;90.0;604.0;;1
5;14.0;12.0;4.0;3.0;2.0;1.0;1.0;0.0;23.0;31.2;;R;188.0;104542;FRA;Jo Wilfried Tsonga;12.0;2725.0;12.0;218;23.0;R16;4-2 RET;Grass;20160627;2016-540;G;Wimbledon;8.0;7.0;3.0;3.0;0.0;3.0;2.0;0.0;14.0;30.03;;R;185.0;104755;FRA;Richard Gasquet;10.0;2905.0;7.0;0
3;39.0;35.0;16.0;11.0;19.0;0.0;0.0;4.0;64.0;22.33;;R;;122669;PER;Juan Pablo Varillas Patino Samudio;482.0;73.0;;2;99.0;RR;7-6(8) 6-4;Clay;20180203;2018-M-DC-2018-G2-AM-M-BOL-PER-01;D;Davis Cup G2 R1: BOL vs PER;51.0;39.0;14.0;11.0;7.0;8.0;7.0;6.0;81.0;29.68;;U;;105156;BOL;Federico Zeballos;590.0;50.0;;0
5;70.0;57.0;26.0;20.0;11.0;7.0;4.0;4.0;113.0;32.05;;R;185.0;104308;POL;Michal Przysiezny;318.0;150.0;;4;153.0;RR;6-7(4) 7-6(4) 6-2 6-3;Hard;20160304;2016-M-DC-2016-WG-M-ARG-POL-01;D;Davis Cup WG R1: ARG vs POL;74.0;68.0;27.0;21.0;26.0;2.0;2.0;2.0;107.0;28.8;;R;188.0;104919;ARG;Leonardo Mayer;41.0;1045.0;;1
3;15.0;12.0;2.0;3.0;1.0;0.0;0.0;1.0;19.0;29.8;;R;180.0;104655;URU;Pablo Cuevas;38.0;1100.0;5.0;7;;R32;6-1 RET;Hard;20151019;2015-438;A;Moscow;19.0;8.0;2.0;4.0;0.0;5.0;2.0;1.0;27.0;27.53;Q;R;183.0;105137;ESP;Pere Riba;221.0;226.0;;0
3;41.0;33.0;18.0;12.0;9.0;7.0;5.0;3.0;77.0;21.62;;R;;106378;GBR;Kyle Edmund;85.0;679.0;;251;114.0;R64;7-5 7-6(5);Hard;20160822;2016-6242;A;Winston-Salem;64.0;48.0;11.0;12.0;13.0;10.0;7.0;6.0;101.0;32.43;WC;R;193.0;104330;USA;Rajeev Ram;105.0;577.0;;0
3;57.0;47.0;13.0;12.0;13.0;4.0;4.0;2.0;85.0;26.75;;R;188.0;105777;BUL;Grigor Dimitrov;5.0;4425.0;2.0;286;103.0;R16;7-6(4) 7-5;Hard;20180212;2018-0407;A;Rotterdam;55.0;40.0;13.0;12.0;2.0;4.0;3.0;1.0;77.0;25.96;;R;185.0;105936;SRB;Filip Krajinovic;38.0;1283.0;;0
3;70.0;52.0;13.0;16.0;10.0;10.0;7.0;4.0;110.0;27.9;Q;R;;105626;ZIM;Takanyi Garanganga;451.0;81.0;;280;139.0;R32;5-7 6-2 7-5;Hard;20180730;2018-7480;A;Cabo San Lucas;59.0;46.0;23.0;16.0;8.0;5.0;4.0;2.0;94.0;29.18;;R;;105341;ITA;Thomas Fabbiano;106.0;514.0;;1
3;69.0;50.0;17.0;17.0;11.0;6.0;3.0;1.0;106.0;21.73;;R;;111575;RUS;Karen Khachanov;48.0;1030.0;;284;153.0;R32;3-6 7-6(1) 7-6(5);Hard;20180212;2018-0407;A;Rotterdam;67.0;43.0;22.0;16.0;6.0;10.0;6.0;0.0;103.0;34.33;;R;178.0;104259;GER;Philipp Kohlschreiber;36.0;1335.0;;1
3;30.0;19.0;13.0;9.0;6.0;4.0;1.0;3.0;50.0;27.89;;R;188.0;105732;FRA;Pierre Hugues Herbert;44.0;983.0;7.0;300;73.0;F;6-4 6-2;Hard;20190204;2019-0375;A;Montpellier;31.0;27.0;9.0;9.0;6.0;0.0;0.0;1.0;45.0;33.8;WC;R;188.0;104542;FRA;Jo Wilfried Tsonga;210.0;245.0;;1
5;110.0;80.0;46.0;27.0;16.0;9.0;6.0;5.0;182.0;27.28;;L;185.0;105550;ARG;Guido Pella;72.0;692.0;;168;260.0;R64;3-6 7-6(5) 6-7(2) 7-6(4) 6-3;Hard;20170828;2017-560;G;US Open;100.0;77.0;41.0;27.0;14.0;7.0;5.0;6.0;177.0;26.72;;R;163.0;105676;BEL;David Goffin;14.0;2525.0;9.0;1
3;14.0;5.0;5.0;5.0;2.0;9.0;4.0;2.0;33.0;28.21;;R;181.0;105379;SLO;Aljaz Bedene;50.0;943.0;;290;51.0;R16;6-0 4-0 RET;Hard;20171002;2017-M015;A;Beijing ;22.0;18.0;4.0;5.0;2.0;1.0;1.0;0.0;30.0;29.47;;R;183.0;105138;ESP;Roberto Bautista Agut;13.0;2525.0;5.0;1
3;32.0;28.0;15.0;10.0;8.0;2.0;2.0;1.0;51.0;30.81;;R;196.0;104586;CZE;Lukas Rosol;68.0;757.0;;280;59.0;R32;6-3 6-4;Clay;20160516;2016-0322;A;Geneva;31.0;21.0;17.0;9.0;3.0;9.0;7.0;2.0;60.0;25.09;Q;U;;105751;ESP;Roberto Ortega Olmedo;310.0;157.0;;0
3;53.0;39.0;19.0;14.0;8.0;6.0;4.0;1.0;91.0;30.52;;R;196.0;104586;CZE;Lukas Rosol;46.0;872.0;;289;124.0;R16;6-3 2-6 7-6(4);Hard;20160201;2016-7434;A;Sofia;57.0;40.0;19.0;15.0;2.0;7.0;4.0;1.0;88.0;26.56;;L;190.0;105373;SVK;Martin Klizan;44.0;920.0;7.0;1
3;37.0;22.0;13.0;8.0;1.0;7.0;4.0;1.0;64.0;22.22;;L;;106210;CZE;Jiri Vesely;40.0;1042.0;6.0;21;;QF;6-3 6-2;Hard;20150928;2015-6967;A;Shenzhen;27.0;19.0;22.0;9.0;3.0;4.0;4.0;2.0;59.0;30.03;;R;196.0;104607;CZE;Tomas Berdych;5.0;5050.0;1.0;1
3;61.0;40.0;13.0;13.0;7.0;4.0;1.0;3.0;85.0;27.75;;L;188.0;105077;ESP;Albert Ramos;58.0;798.0;;1;;R32;1-6 6-3 6-4;Hard;20151019;2015-337;A;Vienna;41.0;30.0;20.0;13.0;6.0;9.0;6.0;2.0;76.0;33.55;;R;175.0;103970;ESP;David Ferrer;8.0;3805.0;1.0;1
3;58.0;29.0;19.0;11.0;3.0;10.0;6.0;4.0;91.0;21.2;WC;R;;126205;USA;Tommy Paul;256.0;216.0;;271;90.0;R32;7-6(5) 6-4;Hard;20180730;2018-M035;A;Washington;40.0;32.0;11.0;11.0;5.0;4.0;1.0;4.0;62.0;20.77;;R;;126094;RUS;Andrey Rublev;46.0;1000.0;16.0;1
3;32.0;22.0;12.0;9.0;1.0;4.0;2.0;1.0;54.0;27.03;;R;183.0;105062;KAZ;Mikhail Kukushkin;69.0;705.0;;18;61.0;R16;6-3 6-4;Hard;20150104;2015-339;A;Brisbane;31.0;28.0;12.0;10.0;17.0;0.0;0.0;4.0;48.0;24.02;;R;196.0;105683;CAN;Milos Raonic;8.0;4440.0;3.0;1
3;48.0;35.0;10.0;10.0;6.0;10.0;8.0;0.0;71.0;18.95;Q;R;;126203;USA;Taylor Harry Fritz;71.0;739.0;;280;93.0;R32;6-4 6-4;Hard;20161010;2016-5014;M;Shanghai Masters;48.0;39.0;9.0;10.0;3.0;7.0;7.0;1.0;66.0;28.49;;R;183.0;105138;ESP;Roberto Bautista Agut;19.0;1950.0;15.0;1
3;22.0;19.0;10.0;7.0;7.0;0.0;0.0;0.0;37.0;31.54;;R;185.0;104755;FRA;Richard Gasquet;31.0;1375.0;5.0;282;51.0;R32;6-0 6-2;Hard;20180101;2018-0451;A;Doha;27.0;9.0;5.0;7.0;1.0;8.0;3.0;0.0;38.0;37.42;ALT;R;173.0;103607;DOM;Victor Estrella;83.0;648.0;;0
3;33.0;24.0;15.0;10.0;7.0;4.0;1.0;4.0;63.0;30.47;;R;188.0;104542;FRA;Jo Wilfried Tsonga;16.0;1990.0;8.0;9;;R32;7-6(4) 6-2;Hard;20151005;2015-747;A;Beijing;38.0;29.0;17.0;10.0;4.0;4.0;3.0;2.0;68.0;28.54;;R;190.0;104890;AUT;Andreas Haider Maurer;64.0;760.0;;1
3;42.0;34.0;20.0;14.0;14.0;5.0;3.0;1.0;75.0;31.18;;R;188.0;104273;FRA;Edouard Roger Vasselin;127.0;425.0;;12;97.0;R32;3-6 6-3 6-4;Hard;20150202;2015-375;A;Montpellier;41.0;29.0;21.0;14.0;7.0;3.0;0.0;4.0;73.0;28.99;;L;190.0;104676;GER;Andreas Beck;110.0;509.0;;0
3;29.0;19.0;4.0;8.0;1.0;5.0;1.0;1.0;41.0;32.07;;L;188.0;104547;ARG;Horacio Zeballos;64.0;793.0;;289;51.0;R16;6-1 6-3;Clay;20170522;2017-0322;A;Geneva;22.0;20.0;12.0;8.0;5.0;0.0;0.0;1.0;38.0;27.41;;R;188.0;105449;USA;Steve Johnson;26.0;1565.0;5.0;1
5;57.0;48.0;12.0;14.0;11.0;2.0;2.0;0.0;77.0;32.62;;L;185.0;104745;ESP;Rafael Nadal;2.0;7480.0;2.0;223;107.0;QF;6-3 6-4 6-2;Hard;20190114;2019-580;G;Australian Open;54.0;38.0;6.0;13.0;13.0;8.0;4.0;0.0;72.0;20.98;;R;;126207;USA;Francis Tiafoe;39.0;1080.0;;0
3;67.0;45.0;6.0;14.0;5.0;12.0;7.0;6.0;92.0;26.71;Q;L;183.0;105561;ITA;Alessandro Giannessi;127.0;466.0;;288;114.0;R16;6-1 4-6 6-4;Clay;20170213;2017-0506;A;Buenos Aires;54.0;42.0;13.0;13.0;4.0;5.0;3.0;2.0;80.0;25.59;;R;188.0;105807;ESP;Pablo Carreno Busta;25.0;1450.0;4.0;1
5;92.0;60.0;22.0;20.0;3.0;11.0;7.0;6.0;133.0;24.1;;R;172.0;106000;BIH;Damir Dzumhur;87.0;660.0;;166;138.0;R64;3-6 7-6(1) 7-6(0) 6-2;Grass;20160627;2016-540;G;Wimbledon;68.0;51.0;33.0;21.0;16.0;9.0;5.0;9.0;129.0;25.28;;R;188.0;105732;FRA;Pierre Hugues Herbert;81.0;691.0;;1
3;27.0;14.0;7.0;8.0;2.0;8.0;3.0;4.0;47.0;25.34;;R;;105952;ARG;Renzo Olivo;119.0;462.0;;292;83.0;R16;6-4 6-1;Clay;20170717;2017-0316;A;Bastad;44.0;25.0;18.0;9.0;1.0;8.0;6.0;2.0;73.0;24.92;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;38.0;1085.0;7.0;1
3;75.0;55.0;15.0;15.0;14.0;11.0;8.0;2.0;106.0;33.59;;L;188.0;104269;ESP;Fernando Verdasco;34.0;1175.0;;281;144.0;R32;6-7(7) 6-3 6-4;Grass;20170619;2017-0500;A;Halle;67.0;56.0;18.0;16.0;3.0;10.0;9.0;4.0;104.0;27.47;;R;178.0;105453;JPN;Kei Nishikori;9.0;3785.0;3.0;1
3;36.0;30.0;23.0;10.0;10.0;2.0;2.0;4.0;79.0;28.59;;R;180.0;105238;UKR;Alexandr Dolgopolov;81.0;656.0;;282;87.0;R32;6-2 7-6(3);Grass;20170612;2017-M010;A;s-Hertogenbosch;53.0;33.0;11.0;10.0;6.0;6.0;4.0;1.0;72.0;33.25;;R;178.0;104327;BEL;Steve Darcis;56.0;866.0;5.0;0
3;50.0;36.0;15.0;14.0;5.0;7.0;3.0;3.0;85.0;20.15;;R;;117361;AUS;Akira Santillan;171.0;317.0;;290;108.0;R16;7-6(3) 3-6 6-1;Grass;20170717;2017-0315;A;Newport;52.0;39.0;20.0;14.0;7.0;6.0;3.0;5.0;96.0;23.99;;R;;106216;USA;Bjorn Fratangelo;142.0;396.0;;1
3;27.0;24.0;15.0;10.0;13.0;1.0;0.0;2.0;51.0;30.83;;R;198.0;105023;USA;Sam Querrey;32.0;1270.0;;264;73.0;R64;6-2 7-5;Hard;20180806;2018-0421;M;Canada Masters;35.0;24.0;10.0;10.0;2.0;7.0;3.0;3.0;64.0;30.1;;L;183.0;105173;FRA;Adrian Mannarino;25.0;1580.0;;0
3;45.0;30.0;13.0;9.0;0.0;1.0;1.0;0.0;64.0;25.8;;R;188.0;105807;ESP;Pablo Carreno Busta;21.0;1965.0;1.0;299;81.0;SF;6-3 6-3;Clay;20170501;2017-7290;A;Estoril;30.0;24.0;9.0;9.0;3.0;8.0;5.0;4.0;57.0;35.08;;R;175.0;103970;ESP;David Ferrer;31.0;1230.0;4.0;0
3;50.0;35.0;17.0;15.0;6.0;13.0;8.0;6.0;92.0;27.93;;R;185.0;105311;POR;Joao Sousa;37.0;1100.0;;208;128.0;R128;4-6 6-3 6-4;Hard;20170306;2017-M006;M;Indian Wells Masters;55.0;34.0;18.0;14.0;3.0;12.0;6.0;4.0;96.0;24.55;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;44.0;972.0;;0
5;104.0;74.0;30.0;25.0;8.0;12.0;5.0;7.0;167.0;28.31;;R;175.0;105554;GBR;Daniel Evans;222.0;257.0;;1;251.0;RR;7-6(4) 4-6 0-6 6-4 7-5;Hard;20180914;2018-M-DC-2018-WG-PO-GBR-UZB-01;D;Davis Cup WG PO: GBR vs UZB;122.0;87.0;27.0;25.0;13.0;23.0;18.0;6.0;190.0;32.02;;R;188.0;104797;UZB;Denis Istomin;60.0;884.0;;0
3;58.0;48.0;16.0;15.0;24.0;5.0;4.0;7.0;93.0;24.47;;R;196.0;105683;CAN;Milos Raonic;8.0;4440.0;3.0;12;;R32;5-7 6-3 6-2;Grass;20150615;2015-311;A;Queen's Club;49.0;37.0;15.0;14.0;6.0;6.0;3.0;2.0;75.0;28.34;WC;R;190.0;104868;GBR;James Ward;109.0;483.0;;0
3;48.0;34.0;19.0;12.0;8.0;7.0;5.0;5.0;83.0;25.9;Q;R;185.0;105376;GER;Peter Gojowczyk;148.0;361.0;;12;;R32;7-5 7-5;Grass;20150608;2015-321;A;Stuttgart;46.0;34.0;18.0;12.0;8.0;1.0;1.0;1.0;74.0;28.18;LL;R;188.0;104897;GER;Matthias Bachinger;116.0;466.0;;1
3;71.0;46.0;22.0;15.0;4.0;15.0;10.0;8.0;121.0;21.79;;R;;111202;KOR;Hyeon Chung;26.0;1567.0;23.0;264;169.0;R64;6-7(9) 6-3 6-3;Hard;20180305;2018-M006;M;Indian Wells Masters;80.0;45.0;15.0;15.0;3.0;23.0;15.0;2.0;116.0;27.68;;R;180.0;105583;SRB;Dusan Lajovic;91.0;621.0;;0
3;38.0;32.0;11.0;10.0;7.0;3.0;2.0;3.0;59.0;30.82;;L;190.0;104999;GER;Mischa Zverev;65.0;880.0;;276;77.0;R32;7-6(5) 6-3;Grass;20180618;2018-0500;A;Halle;50.0;38.0;14.0;11.0;12.0;1.0;1.0;0.0;69.0;22.08;;R;;111575;RUS;Karen Khachanov;36.0;1220.0;;1
3;46.0;29.0;9.0;9.0;0.0;8.0;6.0;0.0;62.0;29.4;;R;183.0;105062;KAZ;Mikhail Kukushkin;88.0;610.0;;286;82.0;R16;6-4 6-3;Clay;20170522;2017-0322;A;Geneva;38.0;31.0;13.0;10.0;6.0;2.0;2.0;1.0;60.0;27.39;;R;178.0;105453;JPN;Kei Nishikori;9.0;3560.0;2.0;1
3;59.0;40.0;12.0;10.0;7.0;14.0;11.0;7.0;93.0;26.61;;R;198.0;105227;CRO;Marin Cilic;10.0;3360.0;9.0;10;105.0;R64;6-4 6-3;Clay;20150510;2015-416;M;Rome Masters;43.0;34.0;10.0;9.0;9.0;5.0;5.0;2.0;63.0;31.93;;R;188.0;104198;ESP;Guillermo Garcia Lopez;28.0;1290.0;;1
5;105.0;84.0;33.0;27.0;28.0;11.0;8.0;5.0;164.0;26.75;;R;198.0;105227;CRO;Marin Cilic;9.0;3540.0;9.0;69;;R64;6-3 4-6 7-6(6) 4-6 7-5;Grass;20150629;2015-540;G;Wimbledon;95.0;73.0;37.0;26.0;13.0;8.0;5.0;5.0;159.0;25.02;;R;175.0;105575;LTU;Ricardas Berankis;90.0;577.0;;0
3;23.0;20.0;14.0;8.0;2.0;3.0;3.0;3.0;44.0;29.45;;R;190.0;104918;GBR;Andy Murray;2.0;10485.0;1.0;297;74.0;QF;6-1 6-3;Hard;20161024;2016-0337;A;Vienna;34.0;21.0;5.0;8.0;7.0;9.0;5.0;0.0;52.0;31.5;;R;206.0;104545;USA;John Isner;27.0;1385.0;;0
3;34.0;26.0;13.0;9.0;1.0;2.0;1.0;1.0;58.0;27.72;;R;183.0;105138;ESP;Roberto Bautista Agut;25.0;1480.0;4.0;288;75.0;R16;6-4 6-1;Hard;20160104;2016-0891;A;Chennai;37.0;23.0;4.0;8.0;2.0;7.0;3.0;0.0;55.0;26.56;;R;183.0;105357;AUS;John Millman;92.0;611.0;;0
3;76.0;50.0;27.0;17.0;2.0;10.0;6.0;2.0;124.0;29.52;;L;188.0;105077;ESP;Albert Ramos;24.0;1725.0;1.0;285;184.0;R32;6-7(3) 6-3 7-6(4);Clay;20170724;2017-0414;A;Hamburg;71.0;53.0;25.0;16.0;6.0;9.0;7.0;2.0;112.0;30.19;LL;R;188.0;104919;ARG;Leonardo Mayer;138.0;403.0;;1
3;46.0;36.0;15.0;14.0;7.0;11.0;6.0;6.0;88.0;26.98;;R;181.0;105379;SLO;Aljaz Bedene;68.0;765.0;6.0;292;106.0;R16;6-3 6-7(5) 6-3;Clay;20160711;2016-0316;A;Bastad;64.0;43.0;22.0;16.0;4.0;12.0;9.0;2.0;97.0;31.59;;R;196.0;104460;GER;Dustin Brown;101.0;603.0;;1
3;51.0;36.0;17.0;11.0;12.0;2.0;2.0;0.0;72.0;34.11;;L;193.0;104180;LUX;Gilles Muller;26.0;1585.0;;297;81.0;QF;6-4 7-6(5);Grass;20170619;2017-0311;A;Queen's Club;38.0;34.0;9.0;11.0;12.0;1.0;0.0;0.0;56.0;29.7;;R;198.0;105023;USA;Sam Querrey;28.0;1425.0;;0
3;46.0;31.0;23.0;15.0;2.0;15.0;9.0;3.0;96.0;29.11;;R;190.0;104898;NED;Robin Haase;86.0;685.0;;280;147.0;R32;6-7(4) 6-3 6-4;Clay;20160516;2016-6120;A;Nice;74.0;50.0;22.0;16.0;5.0;12.0;8.0;1.0;117.0;27.88;;L;183.0;105173;FRA;Adrian Mannarino;63.0;780.0;;1
3;36.0;24.0;10.0;10.0;4.0;9.0;5.0;4.0;61.0;30.7;;L;188.0;105077;ESP;Albert Ramos;50.0;975.0;;285;89.0;R32;7-5 6-2;Hard;20181001;2018-M015;A;Beijing;44.0;38.0;4.0;10.0;10.0;4.0;3.0;1.0;60.0;30.02;;R;198.0;105223;ARG;Juan Martin Del Potro;4.0;5980.0;1.0;1
3;51.0;34.0;21.0;13.0;4.0;8.0;6.0;3.0;84.0;22.44;;R;;124022;HKG;Chun Hun Wong;978.0;11.0;;2;87.0;RR;6-4 1-6 6-4;Hard;20180407;2018-M-DC-2018-G2-AO-M-HKG-LBN-01;D;Davis Cup G2 R2: HKG vs LBN;42.0;33.0;16.0;14.0;12.0;7.0;5.0;6.0;71.0;19.63;;;;200273;LIB;Hady Habib;981.0;11.0;;1
5;14.0;13.0;3.0;4.0;5.0;0.0;0.0;1.0;19.0;26.42;;R;196.0;105683;CAN;Milos Raonic;6.0;4450.0;5.0;204;28.0;R32;6-1 1-0 RET;Clay;20170529;2017-520;G;Roland Garros;14.0;7.0;5.0;4.0;1.0;5.0;2.0;6.0;29.0;33.98;;R;188.0;104198;ESP;Guillermo Garcia Lopez;153.0;372.0;;0
3;35.0;20.0;8.0;8.0;1.0;10.0;6.0;4.0;53.0;22.82;;L;;109739;GER;Maximilian Marterer;73.0;738.0;;276;72.0;R32;6-3 6-1;Clay;20180409;2018-0360;A;Marrakech;30.0;21.0;13.0;8.0;3.0;1.0;1.0;3.0;49.0;25.05;;R;;106148;ESP;Roberto Carballes Baena;78.0;706.0;;1
3;31.0;22.0;14.0;9.0;4.0;5.0;3.0;2.0;59.0;27.09;;R;193.0;105577;CAN;Vasek Pospisil;68.0;697.0;;286;67.0;R16;6-3 6-4;Hard;20170724;2017-6116;A;Atlanta;28.0;27.0;13.0;10.0;10.0;0.0;0.0;1.0;44.0;32.24;;R;206.0;104545;USA;John Isner;20.0;2045.0;2.0;1
